chr1_565160_565494	chr1_565106_565543
chr2_238832043_238832739	chr2_238832241_238832663
chr2_238850667_238851162	chr2_238850654_238851162
chr2_238874957_238876259	chr2_238875000_238875997
chr2_238876807_238877661	chr2_238876881_238877668
chr2_238907229_238907480	chr2_238907196_238907607
chr2_238968907_238970298	chr2_238968958_238970228
chr2_239007021_239007552	chr2_239007000_239007907
chr2_239016017_239016606	chr2_239015468_239016635
chr2_239067317_239068040	chr2_239067326_239067971
chr2_239069689_239069852	chr2_239069113_239069772
chr2_239111470_239113068	chr2_239111527_239112832
chr2_239139759_239140586	chr2_239139945_239140547
chr2_239142833_239143512	chr2_239142845_239143496
chr2_239147677_239149925	chr2_239148219_239149848
chr2_239165115_239165622	chr2_239165104_239165656
chr2_239172069_239172506	chr2_239172072_239172510
chr2_239196179_239199139	chr2_239196211_239199258
chr2_239228631_239229780	chr2_239228680_239229756
chr2_239279359_239279818	chr2_239279365_239279806
chr2_239285561_239286034	chr2_239285629_239285882
chr2_239290357_239291525	chr2_239290499_239290777
chr2_239334742_239336431	chr2_239334883_239336286
chr2_239371485_239371805	chr2_239371487_239371790
chr2_239629079_239629136	chr2_239629114_239629136
chr2_239693677_239693986	chr2_239693673_239694007
chr2_239870089_239870340	chr2_239870225_239870227
chr2_239892197_239892524	chr2_239892174_239892554
chr2_239956917_239957384	chr2_239956925_239957385
chr2_240040410_240040982	chr2_240040583_240040597
chr2_240059174_240059963	chr2_240059509_240059944
chr2_240174492_240175677	chr2_240174674_240175400
chr2_240181188_240181875	chr2_240181391_240181826
chr2_240186182_240187573	chr2_240186724_240187407
chr2_240188367_240189697	chr2_240188515_240189593
chr2_240196317_240197519	chr2_240196324_240197504
chr2_240206844_240207565	chr2_240206905_240207527
chr2_240210609_240211606	chr2_240210631_240211549
chr2_240219975_240220752	chr2_240220033_240220592
chr2_240224765_240225239	chr2_240224659_240226447
chr2_240225940_240226259	chr2_240224659_240226447
chr2_240248485_240249180	chr2_240248707_240248847
chr2_240261585_240262112	chr2_240261369_240262147
chr2_240285553_240286235	chr2_240285645_240286172
chr2_240291133_240292140	chr2_240290906_240292140
chr2_240302409_240303835	chr2_240302431_240303919
chr2_240318812_240319260	chr2_240318864_240319236
chr2_240321063_240324044	chr2_240322182_240323994
chr2_240386882_240387714	chr2_240387264_240387663
chr2_240422535_240423362	chr2_240422616_240423284
chr2_240466758_240467168	chr2_240466743_240467160
chr2_240523847_240524356	chr2_240523881_240524335
chr2_240531368_240531729	chr2_240531358_240531747
chr2_240544772_240545321	chr2_240544803_240545283
chr2_240547517_240548251	chr2_240547531_240548138
chr2_240821656_240822022	chr2_240821666_240822000
chr2_240850422_240851467	chr2_240850491_240851397
chr2_240866693_240867390	chr2_240866729_240867361
chr2_240873890_240874323	chr2_240873935_240874271
chr2_240884373_240885040	chr2_240884445_240884902
chr2_240917756_240918225	chr2_240917813_240918082
chr2_240931170_240931484	chr2_240931142_240931484
chr2_240960870_240961332	chr2_240960889_240961293
chr2_240964209_240965664	chr2_240964318_240965459
chr2_241000386_241000807	chr2_241000434_241000784
chr2_241075158_241076500	chr2_241075313_241076418
chr2_241083112_241083642	chr2_241082804_241083637
chr2_241156988_241157724	chr2_241157574_241157745
chr2_241172322_241173768	chr2_241172746_241173457
chr2_241247765_241248732	chr2_241248261_241248533
chr2_241374301_241375892	chr2_241373763_241375172
chr2_241377436_241378107	chr2_241377616_241378089
chr2_241380522_241380727	chr2_241380561_241380727
chr2_241453180_241453862	chr2_241453198_241453831
chr2_241496128_241496567	chr2_241496189_241496496
chr2_241497188_241497706	chr2_241497236_241497643
chr2_241499390_241501515	chr2_241499400_241501129
chr2_241504203_241508693	chr2_241504266_241508542
chr2_241518981_241519922	chr2_241519045_241519817
chr2_241523899_241524815	chr2_241523947_241526948
chr2_241525424_241526977	chr2_241523947_241526948
chr2_241560770_241562752	chr2_241560853_241561373
chr2_241563274_241565115	chr2_241563960_241565081
chr2_241566159_241566674	chr2_241566284_241566468
chr2_241595628_241596033	chr2_241595640_241596025
chr2_241672706_241673608	chr2_241672646_241673849
chr2_241679322_241679648	chr2_241679404_241681599
chr2_241681016_241681366	chr2_241679404_241681599
chr2_241771421_241772323	chr2_241771459_241772246
chr2_241790567_241791040	chr2_241790567_241791058
chr2_241853732_241854321	chr2_241853536_241854195
chr2_241899943_241900824	chr2_241899946_241900864
chr2_241904947_241905574	chr2_241904893_241905294
chr2_241922793_241923190	chr2_241922619_241923541
chr2_241933061_241933221	chr2_241933168_241933170
chr2_241937511_241938586	chr2_241937541_241938532
chr2_241949137_241949763	chr2_241949357_241949997
chr2_241974838_241976841	chr2_241975027_241979265
chr2_241980471_241981629	chr2_241980455_241981867
chr2_242003181_242003892	chr2_242003181_242003740
chr2_242017748_242018246	chr2_242017755_242018248
chr2_242041243_242042419	chr2_242040696_242042231
chr2_242049903_242051179	chr2_242049681_242051158
chr2_242051959_242052351	chr2_242052056_242052351
chr2_242067062_242067433	chr2_242066669_242067496
chr2_242088276_242090336	chr2_242088256_242090348
chr2_242156752_242157901	chr2_242156752_242158241
chr2_242211157_242212574	chr2_242211152_242212549
chr2_242248984_242249593	chr2_242249006_242249587
chr2_242253643_242256200	chr2_242253827_242256198
chr2_242275602_242276080	chr2_242275582_242276139
chr2_242294656_242296253	chr2_242294692_242296159
chr2_242297786_242298321	chr2_242297733_242298397
chr2_242313996_242314331	chr2_242313932_242314402
chr2_242382830_242383741	chr2_242382786_242383736
chr2_242429543_242429892	chr2_242429832_242429954
chr2_242446957_242448717	chr2_242446970_242448712
chr2_242480419_242480965	chr2_242480471_242480910
chr2_242549253_242550243	chr2_242549267_242550186
chr2_242556738_242557584	chr2_242556749_242557543
chr2_242575683_242577834	chr2_242575683_242577815
chr2_242625676_242627029	chr2_242625771_242626944
chr2_242640515_242642526	chr2_242640529_242642526
chr2_242671800_242672388	chr2_242671820_242672385
chr2_242673506_242675174	chr2_242673506_242675093
chr2_242679532_242680905	chr2_242680397_242680876
chr2_242701944_242703777	chr2_242702088_242703684
chr2_242711469_242711965	chr2_242711469_242712025
chr2_242742736_242744625	chr2_242742746_242744601
chr2_242754701_242755370	chr2_242755225_242755394
chr2_242784704_242786852	chr2_242784774_242786925
chr2_242795900_242796473	chr2_242795945_242796260
chr2_242799967_242799970	chr2_242799720_242802812
chr2_242800810_242802514	chr2_242799720_242802812
chr2_242805367_242806184	chr2_242805510_242806072
chr2_242808138_242808826	chr2_242807992_242811722
chr2_242809333_242811382	chr2_242807992_242811722
chr2_242813081_242814171	chr2_242812833_242814218
chr2_242820098_242820610	chr2_242820108_242820597
chr2_242823084_242824953	chr2_242823107_242824995
chr2_242893144_242893304	chr2_242892904_242893286
chr2_242907970_242908717	chr2_242907970_242908722
chr2_242927111_242927742	chr2_242927116_242927703
chr2_242973612_242974404	chr2_242973660_242974367
chr2_243027789_243028727	chr2_243027726_243028804
chr2_243030336_243031270	chr2_243030467_243031197
chr2_243040601_243041037	chr2_243040622_243041048
chr20_189786_189945	chr20_189768_189936
chr20_218130_218895	chr20_218172_218485
chr20_247426_248022	chr20_247466_248022
chr20_270663_271642	chr20_270865_271634
chr20_277666_279811	chr20_277741_279811
chr20_290760_291519	chr20_290907_291506
chr20_304680_308297	chr20_304686_308232
chr20_311032_311663	chr20_311125_311648
chr20_327594_329267	chr20_327562_329279
chr20_335032_335576	chr20_335040_335562
chr20_343100_343413	chr20_343229_343239
chr20_353767_354550	chr20_354136_354420
chr20_361259_363056	chr20_361257_363025
chr20_387877_389831	chr20_387878_389429
chr20_414057_414678	chr20_414025_414695
chr20_418869_419945	chr20_419247_419871
chr20_442213_443794	chr20_442285_443750
chr20_459625_459993	chr20_459631_459959
chr20_523753_525042	chr20_523719_525042
chr20_542348_542694	chr20_542343_542700
chr20_626065_626578	chr20_626082_626567
chr20_632703_634528	chr20_633608_634445
chr20_641051_641695	chr20_641195_641567
chr20_656066_656601	chr20_656124_656502
chr20_719675_720054	chr20_719678_720047
chr20_796636_797049	chr20_796621_797047
chr20_799655_799972	chr20_799647_799971
chr20_813780_815144	chr20_813800_815119
chr20_817112_817815	chr20_817189_817639
chr20_824791_828004	chr20_824847_826279
chr20_824791_828004	chr20_827444_827999
chr20_836973_837329	chr20_837081_837337
chr20_871601_872000	chr20_871776_872839
chr20_885988_886948	chr20_886026_886345
chr20_936980_937526	chr20_937037_937516
chr20_954334_954808	chr20_954359_954735
chr20_986289_986637	chr20_986298_986593
chr20_1014691_1015076	chr20_1014648_1014907
chr20_1056218_1056355	chr20_1056288_1056456
chr20_1089039_1089488	chr20_1089100_1089422
chr20_1098819_1099820	chr20_1098831_1099749
chr20_1111457_1111908	chr20_1111482_1111903
chr20_1193519_1194003	chr20_1193559_1193965
chr20_1206052_1207443	chr20_1206269_1206871
chr20_1246564_1247670	chr20_1246602_1247567
chr20_1294062_1294478	chr20_1294084_1294467
chr20_1305471_1306800	chr20_1305501_1306793
chr20_1310771_1311141	chr20_1310743_1311185
chr20_1356628_1357696	chr20_1357518_1357654
chr20_1369316_1369994	chr20_1369350_1369757
chr20_1372637_1374342	chr20_1373113_1374318
chr20_1404494_1404709	chr20_1404448_1404802
chr20_1415444_1416026	chr20_1415444_1416028
chr20_1417894_1418347	chr20_1417940_1418299
chr20_1446834_1448838	chr20_1446847_1448649
chr20_1453508_1453930	chr20_1453531_1453932
chr20_1471861_1472677	chr20_1472031_1472419
chr20_1484185_1484760	chr20_1484199_1484750
chr20_1516462_1516865	chr20_1516512_1516802
chr20_1517771_1518802	chr20_1518312_1518754
chr20_1599831_1600983	chr20_1600639_1600932
chr20_1603115_1603479	chr20_1603171_1603466
chr20_1645489_1645998	chr20_1645588_1645905
chr20_1745044_1745440	chr20_1745053_1745480
chr20_1757766_1758290	chr20_1757832_1758286
chr20_1782916_1785176	chr20_1782899_1785278
chr20_1801335_1801771	chr20_1801407_1801667
chr20_1825231_1825854	chr20_1825217_1826627
chr20_1831044_1831817	chr20_1831054_1831676
chr20_1851410_1852194	chr20_1851318_1853035
chr20_1863684_1864092	chr20_1863648_1864131
chr20_1869784_1870164	chr20_1869799_1870129
chr20_1874595_1876625	chr20_1874910_1876189
chr20_1878650_1879085	chr20_1878468_1879128
chr20_1924235_1924757	chr20_1924333_1924651
chr20_1925645_1926283	chr20_1925752_1926141
chr20_1927170_1927828	chr20_1927204_1927982
chr20_1935016_1935549	chr20_1934731_1935577
chr20_1946086_1946673	chr20_1945929_1946724
chr20_2082208_2084204	chr20_2082260_2084192
chr20_2153180_2153536	chr20_2153182_2153555
chr20_2187824_2188596	chr20_2187610_2188592
chr20_2191653_2192271	chr20_2191766_2192163
chr20_2198741_2199257	chr20_2198778_2199249
chr20_2269433_2270082	chr20_2269509_2270065
chr20_2273288_2273914	chr20_2273368_2273897
chr20_2279905_2280345	chr20_2280141_2280245
chr20_2281634_2282434	chr20_2281591_2282594
chr20_2332417_2332928	chr20_2332417_2332924
chr20_2367924_2368147	chr20_2367931_2368109
chr20_2432768_2433148	chr20_2432789_2433156
chr20_2450571_2452025	chr20_2450609_2452019
chr20_2489134_2490232	chr20_2489156_2490225
chr20_2504927_2506368	chr20_2504928_2506093
chr20_2632316_2634123	chr20_2632321_2634023
chr20_2644436_2645320	chr20_2644461_2645240
chr20_2665516_2665763	chr20_2665657_2665768
chr20_2668571_2669254	chr20_2668630_2669081
chr20_2672813_2674639	chr20_2673867_2674357
chr20_2709774_2710504	chr20_2709777_2710504
chr20_2721853_2722586	chr20_2722071_2722555
chr20_2723670_2724133	chr20_2723687_2724071
chr20_2731122_2733746	chr20_2731184_2731924
chr20_2731122_2733746	chr20_2732719_2733220
chr20_2781306_2782019	chr20_2781502_2781713
chr20_2802767_2803186	chr20_2802756_2803163
chr20_2820681_2822011	chr20_2820879_2821972
chr20_2832330_2833143	chr20_2832402_2833104
chr20_2846122_2847341	chr20_2846199_2847257
chr20_2852821_2854781	chr20_2852958_2854702
chr20_2981583_2981957	chr20_2981632_2981903
chr20_3025736_3027365	chr20_3025819_3027329
chr20_3034466_3034930	chr20_3034483_3034910
chr20_3052402_3053242	chr20_3052708_3053158
chr20_3057480_3058606	chr20_3057641_3057781
chr20_3073272_3075026	chr20_3073289_3074978
chr20_3082719_3083110	chr20_3082708_3083103
chr20_3096184_3096561	chr20_3096242_3096459
chr20_3098568_3098969	chr20_3098576_3098966
chr20_3137747_3138419	chr20_3137888_3138407
chr20_3139628_3140830	chr20_3139653_3140810
chr20_3153467_3155172	chr20_3153551_3154862
chr20_3183956_3185604	chr20_3184688_3185594
chr20_3189347_3190751	chr20_3189447_3190846
chr20_3199060_3199566	chr20_3199061_3199568
chr20_3203416_3204075	chr20_3203393_3203937
chr20_3218751_3220843	chr20_3219244_3220142
chr20_3229192_3229807	chr20_3229416_3229775
chr20_3297278_3297607	chr20_3297302_3297604
chr20_3387348_3389878	chr20_3387627_3389799
chr20_3400746_3401421	chr20_3400810_3401314
chr20_3411005_3411572	chr20_3411068_3411439
chr20_3451098_3452402	chr20_3451123_3452250
chr20_3633904_3634124	chr20_3633902_3633912
chr20_3639440_3639972	chr20_3639600_3639895
chr20_3646413_3647103	chr20_3646469_3647105
chr20_3657230_3657844	chr20_3657266_3657727
chr20_3691521_3692315	chr20_3691552_3691941
chr20_3693020_3693564	chr20_3693105_3693373
chr20_3696988_3697208	chr20_3696914_3697239
chr20_3725563_3726142	chr20_3725620_3726068
chr20_3733639_3734122	chr20_3733657_3734087
chr20_3744218_3744671	chr20_3744491_3744552
chr20_3747591_3749776	chr20_3747651_3749722
chr20_3758014_3759070	chr20_3758035_3759011
chr20_3761834_3762456	chr20_3761846_3762407
chr20_3766753_3767819	chr20_3767049_3767814
chr20_3776050_3777499	chr20_3776050_3777179
chr20_3778432_3779072	chr20_3778678_3778728
chr20_3779666_3780709	chr20_3779989_3779992
chr20_3791586_3792869	chr20_3791640_3792807
chr20_3796502_3797003	chr20_3796583_3796981
chr20_3798992_3799363	chr20_3799045_3799338
chr20_3800573_3801853	chr20_3800594_3801836
chr20_3826851_3828123	chr20_3826794_3828117
chr20_3835666_3836133	chr20_3835714_3836100
chr20_3869156_3871100	chr20_3869223_3870693
chr20_3887603_3888087	chr20_3887610_3888003
chr20_3908162_3908522	chr20_3908257_3908481
chr20_3969924_3970546	chr20_3970161_3970307
chr20_3994623_3996644	chr20_3995436_3996618
chr20_4018420_4019211	chr20_4018505_4019159
chr20_4063062_4063888	chr20_4063065_4063782
chr20_4065826_4066500	chr20_4065831_4066493
chr20_4070744_4071163	chr20_4070951_4071093
chr20_4089223_4089693	chr20_4089275_4089663
chr20_4129151_4130131	chr20_4129243_4129628
chr20_4135469_4136101	chr20_4135501_4136083
chr20_4152692_4153579	chr20_4152762_4153513
chr20_4173033_4173746	chr20_4173153_4173575
chr20_4300914_4301487	chr20_4300977_4301363
chr20_4572993_4573630	chr20_4573288_4573374
chr20_4587862_4588306	chr20_4587868_4588306
chr20_4594432_4594902	chr20_4594440_4594934
chr20_4646487_4647199	chr20_4646555_4647035
chr20_4664503_4665037	chr20_4664689_4664929
chr20_4666642_4668163	chr20_4666651_4668165
chr20_4700918_4701903	chr20_4700919_4702033
chr20_4707361_4708142	chr20_4707360_4708183
chr20_4721430_4721789	chr20_4721450_4721799
chr20_4741136_4742365	chr20_4741146_4741864
chr20_4747227_4747777	chr20_4747262_4747771
chr20_4792073_4796127	chr20_4792125_4796015
chr20_4802828_4804708	chr20_4802792_4804565
chr20_4809546_4810648	chr20_4810086_4810599
chr20_4930443_4930740	chr20_4930223_4930907
chr20_4942427_4943152	chr20_4942398_4943118
chr20_4954171_4954597	chr20_4954169_4954629
chr20_4981495_4982745	chr20_4981500_4982745
chr20_5019750_5020434	chr20_5019738_5020444
chr20_5027692_5027991	chr20_5027590_5028052
chr20_5037271_5038085	chr20_5037276_5038013
chr20_5046414_5047067	chr20_5046498_5046986
chr20_5058646_5059676	chr20_5058658_5059666
chr20_5060921_5061468	chr20_5060904_5061480
chr20_5062272_5062614	chr20_5062372_5062482
chr20_5070810_5071312	chr20_5070850_5071260
chr20_5081366_5081799	chr20_5081371_5081768
chr20_5093147_5094372	chr20_5093153_5094334
